Updated On,State,Total Doses ,Sessions, Sites ,First Dose ,Second Dose ,Male ,Female ,Transgender, Covaxin ,CoviShield ,Sputnik V ,AEFI,18-44 Years ,45-60 Years,60+ Years 
21/01/2021,Bihar,25254,1575,382,25254,0,5957,19297,0,283,24971,,,,,
22/01/2021,Bihar,25773,1910,527,25773,0,6173,19600,0,314,25459,,,,,
23/01/2021,Bihar,38409,2075,597,38409,0,10054,28355,0,683,37726,,,,,
24/01/2021,Bihar,38787,2168,622,38787,0,10188,28599,0,739,38048,,,,,
25/01/2021,Bihar,51676,2290,629,51676,0,13933,37743,0,1152,50524,,,,,
26/01/2021,Bihar,51808,2407,654,51808,0,13964,37844,0,1161,50647,,,,,
27/01/2021,Bihar,53222,2621,697,53222,0,14661,38561,0,1503,51719,,,,,
28/01/2021,Bihar,70412,2888,773,70412,0,19113,51298,1,1906,68506,,,,,
29/01/2021,Bihar,73181,3235,851,73181,0,20281,52899,1,2355,70826,,,,,
30/01/2021,Bihar,105751,3662,905,105751,0,27998,77734,19,2781,102970,,,,,
31/01/2021,Bihar,108889,4003,931,108889,0,29135,79735,19,2844,106045,,,,,
1/2/2021,Bihar,144845,4647,948,144845,0,39417,105337,91,3467,141378,,,,,
2/2/2021,Bihar,181290,5363,972,181290,0,48391,132752,147,4692,176598,,,,,
3/2/2021,Bihar,219359,6012,985,219359,0,56555,162577,227,5757,213602,,,,,
4/2/2021,Bihar,263973,6741,1004,263973,0,65324,198416,233,6639,257334,,,,,
5/2/2021,Bihar,308439,7346,1058,308439,0,75944,232234,261,7501,300938,,,,,
6/2/2021,Bihar,330327,7646,1075,330327,0,85030,245029,268,8499,321828,,,,,
7/2/2021,Bihar,335765,8143,1105,335765,0,88219,247277,269,8513,327252,,,,,
8/2/2021,Bihar,353743,8597,1138,353743,0,99142,254327,274,9239,344504,,,,,
9/2/2021,Bihar,373801,8983,1176,373801,0,112731,260776,294,10386,363415,,,,,
10/2/2021,Bihar,388881,9350,1219,388881,0,124615,263972,294,10755,378126,,,,,
11/2/2021,Bihar,409263,9691,1237,409263,0,140674,268294,295,12936,396327,,,,,
12/2/2021,Bihar,430554,10258,1258,430554,0,158306,271953,295,16314,414240,,,,,
13/02/2021,Bihar,451761,10486,1270,451706,55,173265,278141,300,19232,432474,,,,,
14/02/2021,Bihar,452991,10821,1277,452936,55,174260,278376,300,19330,433606,,,,,
15/02/2021,Bihar,483813,10950,1283,470549,13264,182836,287413,300,20887,449662,,,,,
16/02/2021,Bihar,485733,11203,1292,472215,13518,184173,287742,300,21262,450953,,,,,
17/02/2021,Bihar,496507,11664,1300,481352,15155,190652,290400,300,22634,458718,,,,,
18/02/2021,Bihar,529891,12058,1328,497328,32563,198999,298029,300,24070,473258,,,,,
19/02/2021,Bihar,547003,12417,1330,512327,34676,208684,303343,300,25385,486942,,,,,
20/02/2021,Bihar,557762,12701,1333,519360,38402,214498,304562,300,26109,493251,,,,,
21/02/2021,Bihar,558309,12993,1340,519787,38522,214823,304664,300,26109,493678,,,,,
22/02/2021,Bihar,579548,13263,1348,523685,55863,218106,305279,300,27294,496391,,,,,
23/02/2021,Bihar,588882,13667,1356,530477,58405,223886,306291,300,28143,502334,,,,,
24/02/2021,Bihar,597807,14203,1367,538212,59595,230634,307278,300,29095,509117,,,,,
25/02/2021,Bihar,621233,14748,1373,546161,75072,237584,308275,302,29997,516164,,,,,
26/02/2021,Bihar,637549,14997,1377,559321,78228,249136,309882,303,31175,528146,,,,,
27/02/2021,Bihar,637549,14998,1377,559321,78228,249136,309882,303,31175,528146,,,,,
28/02/2021,Bihar,637549,15121,1385,559321,78228,249136,309882,303,31175,528146,,,,,
1/3/2021,Bihar,637549,15567,1424,559321,78228,249136,309882,303,31175,528146,,,,,
2/3/2021,Bihar,658177,17393,1455,568137,90040,255970,311865,302,31362,536775,,,,,
3/3/2021,Bihar,689592,20006,1513,581124,108468,265503,315332,289,31913,549211,,,,,
4/3/2021,Bihar,733670,22092,1526,598233,135437,276138,321845,250,32277,565956,,,,,
5/3/2021,Bihar,777943,25186,1542,618296,159647,288627,329430,239,33396,584900,,,,,
6/3/2021,Bihar,828652,28705,1557,643684,184968,303892,339560,232,35203,608481,,,,,
7/3/2021,Bihar,830495,31237,1793,644690,185805,304455,340003,232,35231,609459,,,,,
8/3/2021,Bihar,996855,32474,1833,784521,212334,343356,440926,239,36110,748411,,,,,
9/3/2021,Bihar,882786,209501,906,650004,232782,384781,497756,249,40035,842719,,,,,
10/3/2021,Bihar,945716,207450,948,695938,249778,419211,526255,250,42921,902763,,,,,
11/3/2021,Bihar,951238,36550,167,700136,251102,422229,528759,250,43624,907582,,,,,
12/3/2021,Bihar,1068778,370500,1543,798011,270767,489985,578538,255,46629,1022117,,,,,
13/03/2021,Bihar,1155115,268800,1235,864349,290766,539629,615227,259,50455,1104628,,,,,
14/03/2021,Bihar,1159704,5000,40,867980,291724,542061,617384,259,50753,1108919,,,,,
15/03/2021,Bihar,1238681,250750,1188,928808,309873,586237,652181,263,52746,1185903,,,,,
16/03/2021,Bihar,1521806,246050,1207,1197777,324029,566198,631396,183,65440,1456366,,123,,,
17/03/2021,Bihar,1633471,222900,1070,1299718,333753,624902,674639,177,72439,1561032,,125,,,
18/03/2021,Bihar,1709461,245950,1197,1364201,345260,659869,704150,182,74135,1635326,,128,,,
19/03/2021,Bihar,1781915,219450,1104,1427007,354908,693990,732832,185,77749,1704166,,132,,,
20/03/2021,Bihar,1868362,244230,1261,1502913,365449,734590,768144,179,81766,1786596,,141,,,
21/03/2021,Bihar,1893344,25100,158,1526471,366873,746582,779709,180,82392,1810952,,141,,,
22/03/2021,Bihar,1960951,259150,1367,1588734,372217,779567,808985,182,83030,1877921,,142,,,
23/03/2021,Bihar,2090147,309250,1692,1708266,381881,841340,866742,184,87057,2003090,,143,,,
24/03/2021,Bihar,2199108,330750,1797,1810293,388815,894173,915930,190,91237,2107871,,144,,,
25/03/2021,Bihar,2326623,345050,2002,1931442,395181,954918,976327,197,92898,2233725,,145,,,
26/03/2021,Bihar,2440263,319450,2076,2039444,400819,1009347,1029889,208,95536,2344727,,145,,,
27/03/2021,Bihar,2555647,309630,2019,2150425,405222,1065255,1084956,214,97860,2457787,,154,,,
28/03/2021,Bihar,2584553,140400,950,2179032,405521,1079393,1099424,215,98243,2486310,,154,,,
29/03/2021,Bihar,2587193,57950,276,2181647,405546,1080620,1100812,215,98253,2488940,,154,,,
30/03/2021,Bihar,2632950,287050,1719,2225891,407059,1103249,1122425,217,99511,2533439,,156,,,
31/03/2021,Bihar,2739610,354550,2093,2326918,412692,1155192,1171501,225,103764,2635846,,158,,,
1/4/2021,Bihar,2851813,377050,2284,2433633,418180,1209360,1224039,234,109343,2742470,,159,,,
2/4/2021,Bihar,3064854,354600,2122,2638486,426368,1311120,1327112,254,123987,2940867,,159,,,
3/4/2021,Bihar,3195814,313140,2040,2763236,432578,1374291,1388678,267,137266,3058548,,159,,,
4/4/2021,Bihar,3346839,356850,1683,2908130,438709,1447277,1460574,279,164103,3182736,,159,,,
5/4/2021,Bihar,3478610,450951,2517,3031775,446835,1509853,1521629,293,182884,3295726,,160,,,
6/4/2021,Bihar,3676143,466920,2674,3217315,458828,1601821,1615186,308,207945,3468198,,163,,,
7/4/2021,Bihar,3981969,310600,1958,3500712,481257,1743992,1756381,339,222226,3759743,,163,,,
8/4/2021,Bihar,4165803,375950,2107,3663711,502092,1826420,1836932,359,226278,3939525,,165,,,
9/4/2021,Bihar,4233637,399850,2036,3721775,511862,1857449,1863961,365,228683,4004954,,166,,,
10/4/2021,Bihar,4491227,529101,3056,3953983,537244,1974484,1979089,410,230671,4260556,,167,,,
11/4/2021,Bihar,4744755,585150,3164,4188252,556503,2091666,2096134,452,232742,4512013,,169,,,
12/4/2021,Bihar,4952445,496300,2720,4372599,579846,2185595,2186521,483,234507,4717938,,169,,,
13/04/2021,Bihar,5049345,395852,2219,4456899,592446,2229729,2226680,490,245029,4804316,,171,,,
14/04/2021,Bihar,5225646,516200,2886,4608655,616991,2310036,2298095,524,255369,4970277,,171,,,
15/04/2021,Bihar,5352860,465760,2658,4714910,637950,2367479,2346892,539,269422,5083438,,172,,,
16/04/2021,Bihar,5426287,391270,2168,4774916,651371,2400394,2373969,553,281410,5144877,,173,,,
17/04/2021,Bihar,5578006,432820,2612,4895185,682821,2467117,2427501,567,293703,5284303,,174,,,
18/04/2021,Bihar,5686374,476580,2749,4984400,701974,2516039,2467783,578,301567,5384807,,174,,,
19/04/2021,Bihar,5836677,509910,2984,5099038,737639,2579369,2519074,595,310307,5526370,,175,,,
20/04/2021,Bihar,5964087,501070,2974,5195367,768720,2633442,2561314,611,319116,5644971,,175,,,
21/04/2021,Bihar,6057111,452700,2744,5265128,791983,2672276,2592230,622,324892,5732219,,176,,,
22/04/2021,Bihar,6169648,480430,3012,5344307,825341,2716504,2627167,636,332830,5836818,,177,,,
23/04/2021,Bihar,6270782,448930,2793,5415848,854934,2756624,2658582,642,340190,5930592,,178,,,
24/04/2021,Bihar,6362064,405540,2613,5480243,881821,2792909,2686679,655,347867,6014197,,179,,,
25/04/2021,Bihar,6437127,364600,2201,5534535,902592,2823940,2709931,664,352127,6085000,,179,,,
26/04/2021,Bihar,6557857,475830,2970,5615151,942706,2868822,2745654,675,358812,6199045,,179,,,
27/04/2021,Bihar,6661790,470380,2991,5686449,975341,2909244,2776519,686,364993,6296797,,179,,,
28/04/2021,Bihar,6761471,405170,2538,5752082,1009389,2946062,2805327,693,370807,6390664,,179,,,
29/04/2021,Bihar,6869722,462150,2928,5821599,1048123,2985176,2835715,708,377281,6492441,,180,,,
30/04/2021,Bihar,6967492,437150,2787,5881859,1085633,3019397,2861742,720,385347,6582145,,180,,,
1/5/2021,Bihar,7047770,360750,2328,5928725,1119045,3046770,2881219,736,391991,6655779,,180,,,
2/5/2021,Bihar,7110550,330208,1981,5965407,1145143,3067765,2896899,743,396195,6714355,,180,,,
3/5/2021,Bihar,7233171,514550,2992,6027693,1205478,3103314,2923627,752,403840,6829331,,182,,,
4/5/2021,Bihar,7359866,520230,3101,6092049,1267817,3140680,2950603,766,413470,6946396,,183,,,
5/5/2021,Bihar,7475869,427600,2575,6150797,1325072,3175047,2974968,782,422099,7053770,,183,,,
6/5/2021,Bihar,7604097,433200,2713,6212706,1391391,3211123,3000791,792,429065,7175032,,183,,,
7/5/2021,Bihar,7698767,384100,2454,6261291,1437476,3239886,3020602,803,438491,7260276,,183,,,
8/5/2021,Bihar,7782756,551651,3138,6304398,1478358,3265339,3038250,809,449731,7333025,,183,,,
9/5/2021,Bihar,7905698,520915,2864,6411990,1493708,3339393,3071762,835,456010,7449688,,183,,,
10/5/2021,Bihar,8108459,539580,2913,6552924,1555535,3430766,3121277,881,466854,7641605,,183,,,
11/5/2021,Bihar,8289734,434502,2503,6669849,1619885,3503674,3165269,906,478929,7810805,,183,,,
12/5/2021,Bihar,8410850,489860,2759,6771938,1638912,3568594,3202406,938,518121,7892729,,183,,,
13/05/2021,Bihar,8568033,486212,2554,6907777,1660256,3656030,3250774,973,556206,8011827,,183,,,
14/05/2021,Bihar,8713263,433151,2193,7038183,1675080,3739345,3297823,1015,578715,8134548,,183,,,
15/05/2021,Bihar,8869524,472610,2588,7180068,1689456,3829966,3349038,1064,593607,8275917,,185,,,
16/05/2021,Bihar,8994996,433121,2182,7303994,1691002,3910056,3392834,1104,603397,8391599,,185,,,
17/05/2021,Bihar,9108969,451575,2281,7411900,1697069,3979595,3431162,1143,624474,8484495,,186,,,
18/05/2021,Bihar,9188143,385592,1939,7483076,1705067,4024664,3457245,1167,653650,8534493,,186,,,
19/05/2021,Bihar,9244503,330923,1574,7533234,1711269,4055849,3476204,1181,676443,8568060,,188,,,
20/05/2021,Bihar,9364319,472093,2018,7649684,1714635,4130602,3517849,1233,687077,8677242,,189,,,
21/05/2021,Bihar,9461804,415898,1866,7740228,1721576,4186389,3552576,1263,703439,8758365,0,190,,,
22/05/2021,Bihar,9521984,448969,2007,7792417,1729567,4218398,3572736,1283,720880,8801104,0,190,,,
23/05/2021,Bihar,9680319,586240,2413,7946124,1734195,4314767,3629998,1359,730210,8950109,0,190,,,
24/05/2021,Bihar,9866975,611371,2444,8126351,1740624,4428170,3696735,1446,742073,9124902,0,190,,,
25/05/2021,Bihar,9988331,526839,2259,8240377,1747954,4500545,3738337,1495,755929,9232402,0,190,,,
26/05/2021,Bihar,10065594,603960,2477,8310987,1754607,4545683,3763780,1524,767758,9297836,0,191,,,
27/05/2021,Bihar,10117955,527748,2136,8358232,1759723,4574895,3781803,1534,776108,9341847,0,191,,,
28/05/2021,Bihar,10151853,481999,1891,8387278,1764575,4592530,3793203,1545,782672,9369181,0,191,,,
29/05/2021,Bihar,10204573,543570,1931,8431414,1773159,4619004,3810857,1553,795116,9409457,0,191,,,
30/05/2021,Bihar,10247415,479815,1751,8467861,1779554,4639735,3826562,1564,804259,9443156,0,191,,,
31/05/2021,Bihar,10307600,593794,2052,8516097,1791503,4667304,3847222,1571,817845,9489755,0,191,,,
1/6/2021,Bihar,10366689,576427,2034,8563603,1803086,4693979,3868046,1578,830835,9535854,0,193,,,
2/6/2021,Bihar,10424975,560233,2062,8612656,1812319,4720745,3890328,1583,841901,9583074,0,195,,,
3/6/2021,Bihar,10585288,794305,2707,8764409,1820879,4812092,3950693,1624,865681,9719607,0,196,,,
4/6/2021,Bihar,10772252,797962,2715,8941673,1830579,4919926,4020049,1698,891581,9880671,0,196,,,
5/6/2021,Bihar,10922525,805747,2834,9083469,1839056,5004520,4077199,1750,916993,10005532,0,196,,,
6/6/2021,Bihar,11030034,680772,2514,9183267,1846767,5062126,4119362,1779,944593,10085441,0,197,,,
7/6/2021,Bihar,11134737,756146,2563,9277636,1857101,5115446,4160390,1800,977551,10157186,0,197,,,
8/6/2021,Bihar,11231592,720074,2433,9362801,1868791,5162706,4198274,1821,1012409,10219183,0,197,,,
9/6/2021,Bihar,11409331,844921,2772,9530621,1878710,5264974,4263769,1878,1035635,10373696,0,197,,,
10/6/2021,Bihar,11599819,954916,2934,9712352,1887467,5378257,4332166,1929,1053972,10545847,0,197,,,
11/6/2021,Bihar,11778969,833367,2795,9881658,1897311,5475709,4403969,1980,1065775,10713194,0,197,,,
12/6/2021,Bihar,11938798,916193,2883,10032415,1906383,5559406,4470981,2028,1075681,10863117,0,199,,,
13/06/2021,Bihar,12032029,684871,2320,10119417,1912612,5606378,4511002,2037,1081894,10950135,0,199,,,
14/06/2021,Bihar,12133333,720902,2433,10210633,1922700,5655062,4553530,2041,1091206,11042127,0,199,,,
15/06/2021,Bihar,12205407,687269,2335,10273357,1932050,5687518,4583793,2046,1099531,11105876,0,199,,,
16/06/2021,Bihar,12716811,2243423,5104,10763130,1953681,5958003,4802979,2148,1124634,11592177,0,200,,,
17/06/2021,Bihar,12982413,1348561,2773,10995411,1987002,6085226,4907985,2200,1163058,11819355,0,200,,,
18/06/2021,Bihar,13174680,1011081,2585,11158741,2015939,6171990,4984520,2231,1212817,11961863,0,200,,,
19/06/2021,Bihar,13509656,1633791,3584,11471642,2038014,6346029,5123326,2287,1266734,12242922,0,201,,,
20/06/2021,Bihar,13680378,1272921,2197,11630826,2049552,6436064,5192448,2314,1297687,12382691,0,201,,,
21/06/2021,Bihar,14235058,3478224,4256,12161634,2073424,6726542,5432655,2437,1387886,12847172,0,201,,,
22/06/2021,Bihar,14642396,2051895,3178,12546864,2095532,6931464,5612891,2509,1484822,13157574,0,201,,,
23/06/2021,Bihar,14978417,2053458,2763,12863306,2115111,7101980,5758762,2564,1547162,13431255,0,201,,,
24/06/2021,Bihar,15264572,1872290,2433,13127210,2137362,7241294,5883304,2612,1612751,13651821,0,201,,,
25/06/2021,Bihar,15512516,2273753,1956,13355865,2156651,8537977,6971740,2799,1697897,13814612,7,202,6280272,4614251,4617993
26/06/2021,Bihar,15683198,1437449,1703,13508016,2175182,8630298,7050060,2840,1742229,13940825,144,205,6395796,4649335,4638067
27/06/2021,Bihar,15744915,612942,752,13562883,2182032,8663107,7078958,2850,1759614,13985022,279,206,6435823,4662823,4646269
28/06/2021,Bihar,15802730,784023,800,13608219,2194511,8694847,7105022,2861,1777820,14024554,356,206,6470407,4677013,4655310
29/06/2021,Bihar,15856079,776711,706,13650265,2205814,8723574,7129602,2903,1794776,14060877,426,206,6503030,4690315,4662734
30/06/2021,Bihar,15899022,796774,782,13683539,2215483,8746748,7149362,2912,1805950,14092595,477,207,6527929,4701907,4669186
1/7/2021,Bihar,16116113,1733533,1810,13863804,2252309,8864674,7248480,2959,1826132,14289456,525,207,6668208,4753400,4694505
2/7/2021,Bihar,16716028,2755056,3821,14384051,2331977,9184960,7528013,3055,1850867,14864598,563,207,7061914,4884995,4769119
3/7/2021,Bihar,17118573,2048581,2715,14723129,2395444,9394010,7721407,3156,1870072,15247918,583,208,7315692,4979999,4822882
4/7/2021,Bihar,17255736,1000484,980,14835284,2420452,9465222,7787329,3185,1880704,15374449,583,208,7401543,5013336,4840857
5/7/2021,Bihar,17384095,1004852,1194,14935067,2449028,9531480,7849401,3214,1890542,15492970,583,208,7476640,5046211,4861244
6/7/2021,Bihar,17526845,1026556,1146,15046903,2479942,9607873,7915722,3250,1897811,15628446,588,208,7562351,5082969,4881525
7/7/2021,Bihar,17610100,806677,874,15113068,2497032,9652635,7954202,3263,1900553,15708959,588,210,7611385,5105246,4893469
8/7/2021,Bihar,18063158,2265457,3202,15479479,2583679,9890286,8169514,3358,1903960,16158610,588,211,7881924,5222465,4958769
9/7/2021,Bihar,18380464,1406246,1927,15741778,2638686,10055274,8321765,3425,1906430,16473446,588,212,8075919,5301843,5002702
10/7/2021,Bihar,18555157,967635,1197,15881330,2673827,10147662,8404033,3462,1909728,16644840,589,213,8181278,5346343,5027536
11/7/2021,Bihar,18592326,286105,443,15907215,2685111,10167125,8421736,3465,1910822,16680915,589,213,8200729,5356172,5035425
12/7/2021,Bihar,18943852,1426272,2379,16191133,2752719,10350948,8589359,3545,1913285,17029935,632,213,8411072,5445746,5087034
13/07/2021,Bihar,19094504,621729,1064,16313606,2780898,10431825,8659101,3578,1914578,17179193,733,213,8502609,5484031,5107864
14/07/2021,Bihar,19302470,584128,909,16477106,2825364,10540157,8758708,3605,1984559,17317064,847,213,8592368,5551095,5159007
15/07/2021,Bihar,19783157,1823310,2926,16847635,2935522,10791832,8987545,3780,2043673,17738563,921,213,8883201,5672099,5227857
16/07/2021,Bihar,20092154,1227598,1830,17088089,3004065,10953837,9134455,3862,2088284,18002866,1004,216,9072888,5748663,5270603
17/07/2021,Bihar,20663069,2433404,3529,17553230,3109839,11252640,9406459,3970,2113240,18548725,1104,217,9427075,5885955,5350039
18/07/2021,Bihar,20914922,1204775,1606,17761503,3153419,11382797,9528089,4036,2121052,18792663,1207,217,9584245,5945322,5385355
19/07/2021,Bihar,21339603,1739493,2666,18112947,3226656,11599516,9735950,4137,2136252,19201990,1361,218,9844996,6047268,5447339
20/07/2021,Bihar,21518602,833148,1318,18257434,3261168,11693867,9820561,4174,2151591,19365500,1511,218,9957815,6089652,5471135
21/07/2021,Bihar,21549709,223448,417,18282135,3267574,11709895,9835634,4180,2154511,19393582,1616,219,9976316,6097287,5476106
22/07/2021,Bihar,21652372,662066,752,18344999,3307373,11764545,9883623,4204,2206175,19444470,1727,219,10044302,6119739,5488331
23/07/2021,Bihar,21715582,440904,529,18385807,3329775,11798494,9912873,4215,2237000,19476744,1838,219,10086350,6133436,5495796
24/07/2021,Bihar,22055218,1409375,2285,18652095,3403123,11982913,10068027,4278,2249999,19803256,1963,219,10298944,6217842,5538432
25/07/2021,Bihar,22521082,2237391,3000,19020216,3500866,12228709,10288019,4354,2292880,20226159,2043,220,10592916,6327870,5600296
26/07/2021,Bihar,22873038,1564184,2222,19299851,3573187,12417822,10450797,4419,2336992,20533902,2144,220,10813361,6410336,5649341
27/07/2021,Bihar,23113597,1114620,1555,19489196,3624401,12544980,10564158,4459,2373336,20738074,2187,223,10967538,6464277,5681782
28/07/2021,Bihar,23270179,0,0,19604300,3665879,12625403,10640273,4503,2454356,20813627,2196,224,11073889,6496450,5699840
29/07/2021,Bihar,23662515,1808838,2617,19910198,3752317,12831255,10826682,4578,2505901,21154408,2206,224,11324745,6587834,5749936
30/07/2021,Bihar,23969818,1380825,1914,20156249,3813569,12990294,10974866,4658,2539120,21428476,2222,225,11523746,6657495,5788577
31/07/2021,Bihar,24442464,2121406,2933,20551758,3890706,13231179,11206529,4756,2578195,21862026,2243,227,11829852,6763439,5849173
1/8/2021,Bihar,24699839,628326,948,20779993,3919846,13359353,11335686,4800,2594949,22102641,2249,227,11949075,6838720,5912044
2/8/2021,Bihar,24886946,814734,990,20925271,3961675,13459123,11422984,4839,2628256,22256416,2274,227,12070965,6879776,5936205
3/8/2021,Bihar,24997957,617092,725,21000662,3997295,13514195,11478902,4860,2672605,22323059,2293,229,12144166,6903037,5950754
4/8/2021,Bihar,25401755,1628276,2333,21321757,4079998,13726858,11669963,4934,2704557,22694894,2304,230,12412660,6989493,5999602
5/8/2021,Bihar,26174182,3203760,4332,21967887,4206295,14111190,12057865,5127,2725990,23445866,2326,231,12909654,7160810,6103718
6/8/2021,Bihar,26793524,2234711,2493,22499306,4294218,14413955,12374298,5271,2745986,24045151,2387,233,13295872,7301505,6196147
7/8/2021,Bihar,27345184,2726075,2824,22945519,4399665,14688540,12651228,5416,2883211,24459496,2477,235,13666615,7415058,6263511
8/8/2021,Bihar,27628084,876257,1305,23181822,4446262,14824871,12797721,5492,2946892,24678715,2477,236,13854452,7474842,6298790
9/8/2021,Bihar,27834939,1151080,1096,23350171,4484768,14926420,12902990,5529,3006086,24826305,2548,236,13984649,7520647,6329643
10/8/2021,Bihar,,,,,,,,,,,,,,,
11/8/2021,Bihar,,,,,,,,,,,,,,,
12/8/2021,Bihar,,,,,,,,,,,,,,,
13/08/2021,Bihar,,,,,,,,,,,,,,,
14/08/2021,Bihar,,,,,,,,,,,,,,,
15/08/2021,Bihar,,,,,,,,,,,,,,,
16/01/2021,Chandigarh,120,5,5,120,0,94,26,0,0,120,,,,,
17/01/2021,Chandigarh,120,7,5,120,0,94,26,0,0,120,,,,,
18/01/2021,Chandigarh,158,12,6,158,0,116,42,0,0,158,,,,,
19/01/2021,Chandigarh,165,12,6,165,0,110,55,0,0,165,,,,,
20/01/2021,Chandigarh,165,16,6,165,0,110,55,0,0,165,,,,,
21/01/2021,Chandigarh,281,22,7,281,0,182,99,0,0,281,,,,,
22/01/2021,Chandigarh,507,31,9,507,0,305,202,0,0,507,,,,,
23/01/2021,Chandigarh,790,38,10,790,0,451,339,0,0,790,,,,,
24/01/2021,Chandigarh,797,41,10,797,0,456,341,0,0,797,,,,,
25/01/2021,Chandigarh,1172,48,10,1172,0,650,522,0,0,1172,,,,,
26/01/2021,Chandigarh,1174,51,12,1174,0,652,522,0,0,1174,,,,,
27/01/2021,Chandigarh,1519,63,12,1519,0,826,693,0,0,1519,,,,,
28/01/2021,Chandigarh,1821,79,12,1821,0,980,841,0,0,1821,,,,,
29/01/2021,Chandigarh,1874,87,12,1874,0,1016,858,0,0,1874,,,,,
30/01/2021,Chandigarh,2206,90,12,2206,0,1181,1025,0,0,2206,,,,,
31/01/2021,Chandigarh,2217,92,12,2217,0,1188,1029,0,0,2217,,,,,
1/2/2021,Chandigarh,2390,106,12,2390,0,1278,1112,0,0,2390,,,,,
2/2/2021,Chandigarh,2492,117,14,2492,0,1319,1173,0,0,2492,,,,,
3/2/2021,Chandigarh,2808,130,15,2808,0,1499,1309,0,0,2808,,,,,
4/2/2021,Chandigarh,3150,145,15,3150,0,1664,1486,0,0,3150,,,,,
5/2/2021,Chandigarh,3511,153,16,3511,0,1861,1650,0,0,3511,,,,,
6/2/2021,Chandigarh,3858,163,17,3858,0,2107,1751,0,0,3858,,,,,
7/2/2021,Chandigarh,3858,166,17,3858,0,2107,1751,0,0,3858,,,,,
8/2/2021,Chandigarh,4189,185,17,4189,0,2359,1830,0,0,4189,,,,,
9/2/2021,Chandigarh,4571,208,18,4571,0,2661,1910,0,0,4571,,,,,
10/2/2021,Chandigarh,5004,228,19,5004,0,3017,1987,0,0,5004,,,,,
11/2/2021,Chandigarh,5480,254,20,5480,0,3365,2115,0,0,5480,,,,,
12/2/2021,Chandigarh,6056,270,21,6056,0,3773,2283,0,1,6055,,,,,
13/02/2021,Chandigarh,6826,290,21,6709,117,4299,2410,0,1,6708,,,,,
14/02/2021,Chandigarh,6829,292,21,6712,117,4301,2411,0,1,6711,,,,,
15/02/2021,Chandigarh,7332,310,21,7214,118,4703,2511,0,2,7212,,,,,
16/02/2021,Chandigarh,8018,327,21,7836,182,5194,2642,0,3,7833,,,,,
17/02/2021,Chandigarh,8561,351,21,8364,197,5636,2728,0,6,8358,,,,,
18/02/2021,Chandigarh,9187,372,21,8789,398,5989,2800,0,8,8781,,,,,
19/02/2021,Chandigarh,10065,397,21,9554,511,6495,3059,0,9,9545,,,,,
20/02/2021,Chandigarh,11125,432,21,10379,746,7138,3241,0,9,10370,,,,,
21/02/2021,Chandigarh,11125,433,21,10379,746,7138,3241,0,9,10370,,,,,
22/02/2021,Chandigarh,12291,464,22,11279,1012,7811,3468,0,10,11269,,,,,
23/02/2021,Chandigarh,13594,493,22,12449,1145,8722,3727,0,11,12438,,,,,
24/02/2021,Chandigarh,14889,518,22,13675,1214,9613,4062,0,18,13657,,,,,
25/02/2021,Chandigarh,16579,545,22,15100,1479,10675,4425,0,45,15055,,,,,
26/02/2021,Chandigarh,18567,556,22,16927,1640,12147,4780,0,54,16873,,,,,
27/02/2021,Chandigarh,18567,556,22,16927,1640,12147,4780,0,54,16873,,,,,
28/02/2021,Chandigarh,18567,614,25,16927,1640,12147,4780,0,54,16873,,,,,
1/3/2021,Chandigarh,18567,632,28,16927,1640,12147,4780,0,54,16873,,,,,
2/3/2021,Chandigarh,21667,690,30,19725,1942,14193,5532,0,57,19668,,,,,
3/3/2021,Chandigarh,23900,1072,36,21765,2135,15600,6165,0,61,21704,,,,,
4/3/2021,Chandigarh,26149,1266,37,23665,2484,16836,6829,0,64,23601,,,,,
5/3/2021,Chandigarh,28397,1407,37,25595,2802,17974,7621,0,66,25529,,,,,
6/3/2021,Chandigarh,30679,1506,39,27526,3153,19143,8383,0,67,27459,,,,,
7/3/2021,Chandigarh,30902,1522,44,27748,3154,19248,8500,0,68,27680,,,,,
8/3/2021,Chandigarh,33476,1592,47,29863,3613,20502,9361,0,69,29794,,,,,
9/3/2021,Chandigarh,32738,6150,39,28622,4116,22363,10375,0,0,32733,,,,,
10/3/2021,Chandigarh,35205,6200,40,30598,4607,23850,11355,0,0,35200,,,,,
11/3/2021,Chandigarh,35992,4000,24,31298,4694,24269,11723,0,0,35987,,,,,
12/3/2021,Chandigarh,38260,6450,43,33104,5156,25585,12675,0,0,38255,,,,,
13/03/2021,Chandigarh,40522,6550,44,34856,5666,26866,13656,0,0,40517,,,,,
14/03/2021,Chandigarh,40701,700,5,34965,5736,26987,13714,0,0,40696,,,,,
15/03/2021,Chandigarh,43221,7000,49,36848,6373,28570,14651,0,0,43216,,,,,
16/03/2021,Chandigarh,49179,7000,49,42234,6945,27417,14817,0,0,49179,,48,,,
17/03/2021,Chandigarh,57449,7300,49,50040,7409,31679,18360,1,0,57449,,49,,,
18/03/2021,Chandigarh,59520,6800,47,51658,7862,32583,19074,1,0,59520,,50,,,
19/03/2021,Chandigarh,61642,7100,50,53379,8263,33496,19882,1,0,61642,,54,,,
20/03/2021,Chandigarh,63645,6700,46,54986,8659,34335,20650,1,0,63645,,55,,,
21/03/2021,Chandigarh,63808,1700,11,55144,8664,34418,20725,1,0,63808,,55,,,
