Updated On,State,Total Doses ,Sessions, Sites ,First Dose ,Second Dose ,Male ,Female ,Transgender, Covaxin ,CoviShield ,Sputnik V ,AEFI,18-44 Years ,45-60 Years,60+ Years 
21/02/2021,Lakshadweep,1770,49,13,1689,81,1302,387,0,4,1685,,,,,
22/02/2021,Lakshadweep,1830,52,13,1748,82,1349,399,0,4,1744,,,,,
23/02/2021,Lakshadweep,1877,54,13,1771,106,1361,410,0,4,1767,,,,,
24/02/2021,Lakshadweep,1902,55,13,1796,106,1383,413,0,4,1792,,,,,
25/02/2021,Lakshadweep,1929,55,13,1822,107,1408,414,0,4,1818,,,,,
26/02/2021,Lakshadweep,1931,55,13,1824,107,1410,414,0,4,1820,,,,,
27/02/2021,Lakshadweep,1931,55,13,1824,107,1410,414,0,4,1820,,,,,
28/02/2021,Lakshadweep,1931,59,13,1824,107,1410,414,0,4,1820,,,,,
1/3/2021,Lakshadweep,1931,66,13,1824,107,1410,414,0,4,1820,,,,,
2/3/2021,Lakshadweep,1931,67,13,1824,107,1410,414,0,4,1820,,,,,
3/3/2021,Lakshadweep,1931,69,13,1824,107,1410,414,0,4,1820,,,,,
4/3/2021,Lakshadweep,1931,82,14,1824,107,1410,414,0,4,1820,,,,,
5/3/2021,Lakshadweep,1982,115,15,1856,126,1426,430,0,4,1852,,,,,
6/3/2021,Lakshadweep,2078,124,15,1939,139,1484,455,0,4,1935,,,,,
7/3/2021,Lakshadweep,2078,124,15,1939,139,1484,455,0,4,1935,,,,,
8/3/2021,Lakshadweep,2310,189,15,2121,189,1607,514,0,7,2114,,,,,
9/3/2021,Lakshadweep,1667,1000,10,1452,215,1254,413,0,0,1667,,,,,
10/3/2021,Lakshadweep,1854,500,5,1535,319,1409,445,0,0,1854,,,,,
11/3/2021,Lakshadweep,2056,900,9,1589,467,1585,471,0,0,2056,,,,,
12/3/2021,Lakshadweep,2275,1100,10,1605,670,1776,499,0,0,2275,,,,,
13/03/2021,Lakshadweep,2510,1000,10,1657,853,1962,548,0,0,2510,,,,,
14/03/2021,Lakshadweep,2541,0,0,1659,882,1990,551,0,0,2541,,,,,
15/03/2021,Lakshadweep,2717,1200,10,1727,990,2109,608,0,0,2717,,,,,
16/03/2021,Lakshadweep,3860,1000,10,2753,1107,2089,664,0,0,3860,,0,,,
17/03/2021,Lakshadweep,4555,900,9,3420,1135,2492,928,0,0,4555,,0,,,
18/03/2021,Lakshadweep,4904,800,8,3617,1287,2652,965,0,0,4904,,0,,,
19/03/2021,Lakshadweep,5088,900,9,3735,1353,2722,1013,0,0,5088,,0,,,
20/03/2021,Lakshadweep,5387,1000,10,3915,1472,2818,1097,0,0,5387,,0,,,
21/03/2021,Lakshadweep,5394,0,0,3920,1474,2822,1098,0,0,5394,,0,,,
22/03/2021,Lakshadweep,5521,1000,10,4018,1503,2881,1137,0,0,5521,,0,,,
23/03/2021,Lakshadweep,5707,900,9,4145,1562,2949,1196,0,0,5707,,0,,,
24/03/2021,Lakshadweep,5826,800,8,4233,1593,3007,1226,0,0,5826,,0,,,
25/03/2021,Lakshadweep,5901,900,9,4277,1624,3027,1250,0,0,5901,,0,,,
26/03/2021,Lakshadweep,6053,800,8,4405,1648,3098,1307,0,0,6053,,0,,,
27/03/2021,Lakshadweep,6266,900,9,4601,1665,3207,1394,0,0,6266,,0,,,
28/03/2021,Lakshadweep,6333,200,2,4653,1680,3231,1421,1,0,6333,,0,,,
29/03/2021,Lakshadweep,6333,900,9,4653,1680,3231,1421,1,0,6333,,0,,,
30/03/2021,Lakshadweep,6552,1000,10,4804,1748,3347,1456,1,0,6552,,0,,,
31/03/2021,Lakshadweep,6824,1000,10,5034,1790,3479,1554,1,0,6824,,0,,,
1/4/2021,Lakshadweep,6953,1300,12,5156,1797,3545,1610,1,0,6953,,0,,,
2/4/2021,Lakshadweep,7168,1200,12,5365,1803,3670,1694,1,0,7168,,0,,,
3/4/2021,Lakshadweep,7399,1200,11,5578,1821,3774,1803,1,0,7399,,0,,,
4/4/2021,Lakshadweep,7746,1000,10,5912,1834,3942,1969,1,0,7746,,0,,,
5/4/2021,Lakshadweep,7993,1100,11,6130,1863,4084,2045,1,0,7993,,0,,,
6/4/2021,Lakshadweep,8434,1100,10,6501,1933,4285,2215,1,0,8434,,0,,,
7/4/2021,Lakshadweep,9484,1100,11,7379,2105,4730,2648,1,0,9484,,0,,,
8/4/2021,Lakshadweep,10621,1200,12,8312,2309,5272,3039,1,0,10621,,0,,,
9/4/2021,Lakshadweep,11527,1100,11,9063,2464,5685,3376,2,0,11527,,0,,,
10/4/2021,Lakshadweep,12707,1500,13,10150,2557,6282,3866,2,0,12707,,0,,,
11/4/2021,Lakshadweep,13223,1300,12,10630,2593,6541,4087,2,0,13223,,0,,,
12/4/2021,Lakshadweep,13791,1100,11,11139,2652,6782,4355,2,0,13791,,0,,,
13/04/2021,Lakshadweep,14389,1100,11,11691,2698,7060,4629,2,0,14389,,0,,,
14/04/2021,Lakshadweep,15275,1000,10,12470,2805,7480,4987,3,0,15275,,0,,,
15/04/2021,Lakshadweep,16053,1100,11,13174,2879,7886,5284,4,0,16053,,0,,,
16/04/2021,Lakshadweep,16446,1200,12,13529,2917,8065,5460,4,0,16446,,0,,,
17/04/2021,Lakshadweep,17145,1400,14,14161,2984,8378,5780,3,0,17145,,0,,,
18/04/2021,Lakshadweep,18013,1000,10,14933,3080,8717,6213,3,0,18013,,0,,,
19/04/2021,Lakshadweep,18439,1000,10,15300,3139,8926,6371,3,0,18439,,0,,,
20/04/2021,Lakshadweep,18894,1000,10,15609,3285,9090,6516,3,0,18894,,0,,,
21/04/2021,Lakshadweep,19750,1100,11,16225,3525,9395,6827,3,0,19750,,0,,,
22/04/2021,Lakshadweep,20140,1100,11,16523,3617,9541,6979,3,0,20140,,0,,,
23/04/2021,Lakshadweep,20544,1000,10,16836,3708,9689,7144,3,0,20544,,0,,,
24/04/2021,Lakshadweep,21022,1100,11,17253,3769,9874,7376,3,0,21022,,0,,,
25/04/2021,Lakshadweep,21363,1300,12,17538,3825,10016,7519,3,0,21363,,0,,,
26/04/2021,Lakshadweep,21732,1000,10,17843,3889,10162,7678,3,0,21732,,0,,,
27/04/2021,Lakshadweep,21928,1200,12,17998,3930,10217,7779,2,0,21928,,0,,,
28/04/2021,Lakshadweep,22090,1600,15,18120,3970,10269,7849,2,0,22090,,0,,,
29/04/2021,Lakshadweep,22410,1200,11,18386,4024,10394,7990,2,0,22410,,0,,,
30/04/2021,Lakshadweep,23024,1300,12,18888,4136,10639,8247,2,0,23024,,0,,,
1/5/2021,Lakshadweep,23444,2500,14,19170,4274,10763,8405,2,0,23444,,0,,,
2/5/2021,Lakshadweep,23634,2000,15,19319,4315,10829,8488,2,0,23634,,0,,,
3/5/2021,Lakshadweep,23908,2200,12,19460,4448,10891,8567,2,0,23908,,0,,,
4/5/2021,Lakshadweep,24226,1900,14,19666,4560,10988,8676,2,0,24226,,0,,,
5/5/2021,Lakshadweep,24766,2500,17,19872,4894,11096,8774,2,0,24766,,0,,,
6/5/2021,Lakshadweep,25040,1900,14,19986,5054,11167,8817,2,0,25040,,0,,,
7/5/2021,Lakshadweep,25396,2300,16,20131,5265,11251,8878,2,0,25396,,0,,,
8/5/2021,Lakshadweep,25693,12600,18,20240,5453,11315,8923,2,0,25693,,0,,,
9/5/2021,Lakshadweep,25943,6500,14,20307,5636,11364,8941,2,0,25943,,0,,,
10/5/2021,Lakshadweep,26489,2200,15,20513,5976,11462,9049,2,0,26489,,0,,,
11/5/2021,Lakshadweep,27372,2500,15,20885,6487,11673,9210,2,0,27372,,0,,,
12/5/2021,Lakshadweep,28102,2000,14,21348,6754,11939,9407,2,0,28102,,0,,,
13/05/2021,Lakshadweep,28229,1400,13,21428,6801,11983,9443,2,0,28229,,0,,,
14/05/2021,Lakshadweep,28241,2900,17,21440,6801,11989,9449,2,0,28241,,0,,,
15/05/2021,Lakshadweep,28258,1956,17,21452,6806,11997,9453,2,0,28258,,0,,,
16/05/2021,Lakshadweep,28282,1470,12,21472,6810,12012,9458,2,0,28282,,0,,,
17/05/2021,Lakshadweep,28390,1055,13,21562,6828,12083,9477,2,0,28390,,0,,,
18/05/2021,Lakshadweep,28703,1846,15,21866,6837,12251,9613,2,0,28703,,0,,,
19/05/2021,Lakshadweep,28943,1218,12,22086,6857,12374,9710,2,0,28943,,0,,,
20/05/2021,Lakshadweep,29039,1300,12,22167,6872,12417,9748,2,0,29039,,0,,,
21/05/2021,Lakshadweep,29532,4010,15,22620,6912,12726,9892,2,0,29532,0,0,,,
22/05/2021,Lakshadweep,30027,5659,19,23106,6921,12984,10120,2,0,30027,0,0,,,
23/05/2021,Lakshadweep,30955,3304,19,24029,6926,13472,10555,2,0,30955,0,0,,,
24/05/2021,Lakshadweep,31277,2346,12,24344,6933,13653,10689,2,0,31277,0,0,,,
25/05/2021,Lakshadweep,31319,1949,15,24384,6935,13674,10708,2,0,31319,0,0,,,
26/05/2021,Lakshadweep,31381,3304,17,24446,6935,13715,10729,2,0,31381,0,0,,,
27/05/2021,Lakshadweep,31425,3124,18,24487,6938,13732,10753,2,0,31425,0,0,,,
28/05/2021,Lakshadweep,31668,8840,17,24727,6941,13880,10845,2,0,31668,0,0,,,
29/05/2021,Lakshadweep,32136,25653,14,25192,6944,14160,11030,2,0,32136,0,0,,,
30/05/2021,Lakshadweep,32818,24260,13,25870,6948,14521,11347,2,0,32818,0,0,,,
31/05/2021,Lakshadweep,33636,23644,14,26687,6949,14936,11749,2,0,33636,0,0,,,
1/6/2021,Lakshadweep,34439,18331,13,27489,6950,15314,12173,2,0,34439,0,0,,,
2/6/2021,Lakshadweep,35167,11700,9,28215,6952,15675,12538,2,0,35167,0,0,,,
3/6/2021,Lakshadweep,36206,10810,9,29251,6955,16191,13058,2,0,36206,0,0,,,
4/6/2021,Lakshadweep,37342,11200,10,30378,6964,16769,13607,2,0,37342,0,0,,,
5/6/2021,Lakshadweep,38294,11550,10,31322,6972,17335,13985,2,0,38294,0,0,,,
6/6/2021,Lakshadweep,39071,13350,9,32096,6975,17712,14382,2,0,39071,0,0,,,
7/6/2021,Lakshadweep,40301,14920,10,33318,6983,18344,14972,2,0,40301,0,0,,,
8/6/2021,Lakshadweep,41455,12700,10,34466,6989,18921,15543,2,0,41455,0,0,,,
9/6/2021,Lakshadweep,42665,11580,10,35632,7033,19497,16133,2,0,42665,0,0,,,
10/6/2021,Lakshadweep,43565,12100,8,36523,7042,19916,16605,2,0,43565,0,0,,,
11/6/2021,Lakshadweep,44754,11370,10,37701,7053,20530,17169,2,0,44754,0,0,,,
12/6/2021,Lakshadweep,46083,10920,10,39006,7077,21174,17830,2,0,46083,0,0,,,
13/06/2021,Lakshadweep,46809,10800,9,39722,7087,21527,18193,2,0,46809,0,0,,,
14/06/2021,Lakshadweep,47816,10370,9,40722,7094,22065,18654,3,0,47816,0,0,,,
15/06/2021,Lakshadweep,48599,10300,9,41486,7113,22473,19010,3,0,48599,0,0,,,
16/06/2021,Lakshadweep,49904,9440,10,42783,7121,23098,19682,3,0,49904,0,0,,,
17/06/2021,Lakshadweep,50334,7110,9,43210,7124,23312,19895,3,0,50334,0,0,,,
18/06/2021,Lakshadweep,50773,7100,9,43642,7131,23547,20092,3,0,50773,0,0,,,
19/06/2021,Lakshadweep,51284,5640,10,44126,7158,23777,20346,3,0,51284,0,0,,,
20/06/2021,Lakshadweep,51507,6520,10,44347,7160,23878,20466,3,0,51507,0,0,,,
21/06/2021,Lakshadweep,52001,13620,9,44826,7175,24101,20722,3,0,52001,0,0,,,
22/06/2021,Lakshadweep,52459,11180,9,45234,7225,24308,20923,3,0,52459,0,0,,,
23/06/2021,Lakshadweep,52829,7320,9,45566,7263,24474,21089,3,0,52829,0,0,,,
24/06/2021,Lakshadweep,53150,7270,9,45834,7316,24608,21223,3,0,53150,0,0,,,
25/06/2021,Lakshadweep,53433,6370,9,46057,7376,29400,24030,3,0,53433,0,0,26624,16815,9994
26/06/2021,Lakshadweep,53736,7570,9,46253,7483,29547,24186,3,0,53736,0,0,26839,16884,10013
27/06/2021,Lakshadweep,53855,6680,9,46340,7515,29627,24225,3,0,53855,0,0,26925,16906,10024
28/06/2021,Lakshadweep,54138,5280,9,46494,7644,29786,24349,3,0,54138,0,1,27065,17014,10059
29/06/2021,Lakshadweep,54662,6170,9,46750,7912,30102,24557,3,0,54662,0,1,27393,17172,10097
30/06/2021,Lakshadweep,54700,6170,9,46779,7921,30124,24573,3,0,54700,0,1,27420,17179,10101
1/7/2021,Lakshadweep,54928,6500,10,46901,8027,30242,24683,3,0,54928,0,2,27540,17260,10128
2/7/2021,Lakshadweep,55294,10320,10,47042,8252,30453,24838,3,0,55294,0,3,27678,17427,10189
3/7/2021,Lakshadweep,55632,9300,10,47084,8548,30654,24975,3,0,55632,0,3,27725,17646,10261
4/7/2021,Lakshadweep,55674,9180,9,47084,8590,30686,24985,3,0,55674,0,3,27745,17666,10263
5/7/2021,Lakshadweep,56206,9180,9,47243,8963,30976,25227,3,0,56206,0,3,27909,17933,10364
6/7/2021,Lakshadweep,56755,9180,9,47468,9287,31263,25489,3,0,56755,0,3,28118,18194,10443
7/7/2021,Lakshadweep,57324,9180,9,47562,9762,31606,25714,4,0,57324,0,3,28228,18507,10589
8/7/2021,Lakshadweep,57844,9180,9,47717,10127,31878,25961,5,0,57844,0,3,28364,18773,10707
9/7/2021,Lakshadweep,58285,10200,10,47830,10455,32138,26142,5,0,58285,0,3,28494,19002,10789
10/7/2021,Lakshadweep,58606,9300,10,47936,10670,32313,26288,5,0,58606,0,3,28577,19176,10853
11/7/2021,Lakshadweep,58734,9180,9,47993,10741,32382,26347,5,0,58734,0,3,28624,19232,10878
12/7/2021,Lakshadweep,59081,6580,10,48058,11023,32598,26478,5,0,59081,0,3,28693,19449,10939
13/07/2021,Lakshadweep,59657,6502,10,48155,11502,32894,26758,5,0,59657,0,3,28788,19798,11071
14/07/2021,Lakshadweep,60568,7190,10,48684,11884,33341,27222,5,0,60568,0,3,28965,20274,11329
15/07/2021,Lakshadweep,61144,7200,9,48780,12364,33617,27522,5,0,61144,0,3,29061,20624,11459
16/07/2021,Lakshadweep,61637,5990,9,48893,12744,33836,27796,5,0,61637,0,3,29182,20875,11580
17/07/2021,Lakshadweep,61956,6480,9,48946,13010,33991,27960,5,0,61956,0,3,29251,21033,11672
18/07/2021,Lakshadweep,62021,6780,10,49004,13017,34032,27984,5,0,62021,0,3,29287,21061,11673
19/07/2021,Lakshadweep,62346,6580,10,49064,13282,34221,28120,5,0,62346,0,3,29354,21227,11765
20/07/2021,Lakshadweep,62715,6480,9,49196,13519,34436,28274,5,0,62715,0,3,29480,21376,11859
21/07/2021,Lakshadweep,62989,6480,9,49276,13713,34597,28387,5,0,62989,0,3,29571,21496,11922
22/07/2021,Lakshadweep,63093,2160,3,49304,13789,34654,28434,5,0,63093,0,3,29606,21538,11949
23/07/2021,Lakshadweep,63558,6680,10,49479,14079,34911,28642,5,0,63558,0,3,29778,21730,12050
24/07/2021,Lakshadweep,64080,6480,9,49638,14442,35192,28883,5,0,64080,0,3,29962,21953,12165
25/07/2021,Lakshadweep,64116,6480,9,49661,14455,35215,28896,5,0,64116,0,3,29984,21962,12170
26/07/2021,Lakshadweep,64502,6680,10,49794,14708,35399,29098,5,0,64502,0,3,30111,22132,12259
27/07/2021,Lakshadweep,65060,6480,9,49949,15111,35695,29360,5,0,65060,0,3,30290,22375,12395
28/07/2021,Lakshadweep,65418,0,0,50017,15401,35877,29536,5,0,65418,0,4,30364,22568,12486
29/07/2021,Lakshadweep,65707,6480,9,50094,15613,36022,29680,5,0,65707,0,4,30446,22682,12579
30/07/2021,Lakshadweep,65988,6520,10,50168,15820,36151,29832,5,0,65988,0,4,30521,22811,12656
31/07/2021,Lakshadweep,66209,6540,10,50238,15971,36258,29946,5,0,66209,0,5,30597,22891,12721
1/8/2021,Lakshadweep,66406,6480,9,50405,16001,36320,30081,5,0,66406,0,5,30605,22986,12815
2/8/2021,Lakshadweep,66642,6480,9,50484,16158,36442,30195,5,0,66642,0,5,30683,23087,12872
3/8/2021,Lakshadweep,66762,7200,10,50511,16251,36482,30275,5,0,66762,0,5,30709,23140,12913
4/8/2021,Lakshadweep,67032,7200,10,50596,16436,36635,30392,5,0,67032,0,5,30815,23252,12965
5/8/2021,Lakshadweep,67253,6480,9,50668,16585,36743,30505,5,0,67253,0,5,30885,23352,13016
6/8/2021,Lakshadweep,67491,7200,10,50772,16719,36878,30608,5,0,67491,0,5,30968,23459,13064
7/8/2021,Lakshadweep,67712,7200,10,50851,16861,36986,30721,5,0,67712,0,5,31042,23543,13127
8/8/2021,Lakshadweep,67913,6480,9,50962,16951,37089,30819,5,0,67913,0,6,31151,23600,13162
9/8/2021,Lakshadweep,68295,6800,11,51156,17139,37277,31013,5,0,68295,0,5,31333,23734,13228
10/8/2021,Lakshadweep,,,,,,,,,,,,,,,
11/8/2021,Lakshadweep,,,,,,,,,,,,,,,
12/8/2021,Lakshadweep,,,,,,,,,,,,,,,
13/08/2021,Lakshadweep,,,,,,,,,,,,,,,
14/08/2021,Lakshadweep,,,,,,,,,,,,,,,
15/08/2021,Lakshadweep,,,,,,,,,,,,,,,
16/01/2021,Madhya Pradesh,9435,183,156,9435,0,5066,4368,1,0,9435,,,,,
17/01/2021,Madhya Pradesh,9435,458,158,9435,0,5066,4368,1,0,9435,,,,,
18/01/2021,Madhya Pradesh,15934,467,158,15934,0,6799,9134,1,0,15934,,,,,
19/01/2021,Madhya Pradesh,18409,630,160,18409,0,8067,10341,1,0,18409,,,,,
20/01/2021,Madhya Pradesh,27769,798,163,27769,0,10968,16800,1,0,27769,,,,,
21/01/2021,Madhya Pradesh,38425,798,163,38425,0,14256,24168,1,0,38425,,,,,
22/01/2021,Madhya Pradesh,38425,1111,335,38425,0,14256,24168,1,0,38425,,,,,
23/01/2021,Madhya Pradesh,38428,1749,491,38428,0,14259,24168,1,0,38428,,,,,
24/01/2021,Madhya Pradesh,38430,1816,493,38430,0,14261,24168,1,0,38430,,,,,
25/01/2021,Madhya Pradesh,66875,2294,711,66875,0,23413,43461,1,0,66875,,,,,
26/01/2021,Madhya Pradesh,66877,2985,1102,66877,0,23415,43461,1,0,66877,,,,,
27/01/2021,Madhya Pradesh,131099,3931,1324,131099,0,37622,93475,2,0,131099,,,,,
28/01/2021,Madhya Pradesh,192628,5111,1457,192628,0,52669,139957,2,0,192628,,,,,
29/01/2021,Madhya Pradesh,234631,6093,1544,234631,0,65629,169000,2,0,234631,,,,,
30/01/2021,Madhya Pradesh,284782,6115,1553,284782,0,80503,204275,4,0,284782,,,,,
31/01/2021,Madhya Pradesh,285481,6287,1565,285481,0,80641,204836,4,0,285481,,,,,
1/2/2021,Madhya Pradesh,286538,6637,1592,286538,0,80992,205542,4,0,286538,,,,,
2/2/2021,Madhya Pradesh,286868,7373,1634,286868,0,81125,205739,4,0,286868,,,,,
3/2/2021,Madhya Pradesh,319623,7831,1642,319623,0,91007,228612,4,0,319623,,,,,
4/2/2021,Madhya Pradesh,329571,7992,1642,329571,0,93563,236004,4,0,329571,,,,,
5/2/2021,Madhya Pradesh,331316,8093,1657,331316,0,94429,236883,4,0,331316,,,,,
6/2/2021,Madhya Pradesh,332832,8962,1791,332832,0,94782,238046,4,0,332832,,,,,
7/2/2021,Madhya Pradesh,333677,9183,1829,333677,0,95189,238484,4,0,333677,,,,,
8/2/2021,Madhya Pradesh,369141,9500,1831,369141,0,126007,243128,6,14365,354776,,,,,
9/2/2021,Madhya Pradesh,373504,10102,1845,373504,0,129846,243652,6,16081,357423,,,,,
10/2/2021,Madhya Pradesh,427715,10797,1887,427715,0,177123,250586,6,39668,388047,,,,,
11/2/2021,Madhya Pradesh,482095,11467,1918,482095,0,224299,257789,7,61581,420514,,,,,
12/2/2021,Madhya Pradesh,519589,12108,1945,519589,0,256549,263033,7,76489,443100,,,,,
13/02/2021,Madhya Pradesh,548275,12437,1958,548272,3,281302,266962,8,87755,460517,,,,,
14/02/2021,Madhya Pradesh,548469,12803,1962,548466,3,281479,266979,8,87757,460709,,,,,
15/02/2021,Madhya Pradesh,565957,12994,1968,565952,5,296596,269348,8,94273,471679,,,,,
16/02/2021,Madhya Pradesh,567591,13481,1981,567586,5,297914,269664,8,95034,472552,,,,,
17/02/2021,Madhya Pradesh,587658,13944,1982,587652,6,314782,272862,8,102594,485058,,,,,
18/02/2021,Madhya Pradesh,598328,14604,1993,598319,9,324756,273555,8,107696,490623,,,,,
19/02/2021,Madhya Pradesh,616805,15120,2000,616782,23,337605,279169,8,112750,504032,,,,,
20/02/2021,Madhya Pradesh,635446,15420,2004,631637,3809,347712,283917,8,117418,514219,,,,,
21/02/2021,Madhya Pradesh,636057,15687,2010,632248,3809,348227,284013,8,117779,514469,,,,,
22/02/2021,Madhya Pradesh,666759,15970,2010,635089,31670,349986,285095,8,118252,516837,,,,,
23/02/2021,Madhya Pradesh,668773,16587,2013,636139,32634,350844,285287,8,118565,517574,,,,,
24/02/2021,Madhya Pradesh,716682,17424,2015,639425,77257,353126,286291,8,119504,519921,,,,,
25/02/2021,Madhya Pradesh,773228,18289,2015,642871,130357,355185,287678,8,120126,522745,,,,,
26/02/2021,Madhya Pradesh,804378,18440,2015,644716,159662,356064,288644,8,120373,524343,,,,,
27/02/2021,Madhya Pradesh,804378,18440,2015,644716,159662,356064,288644,8,120373,524343,,,,,
28/02/2021,Madhya Pradesh,804378,19598,2035,644716,159662,356064,288644,8,120373,524343,,,,,
1/3/2021,Madhya Pradesh,804378,19366,2035,644716,159662,356064,288644,8,120373,524343,,,,,
2/3/2021,Madhya Pradesh,846487,20736,2036,664726,181761,366883,297830,13,120472,544254,,,,,
3/3/2021,Madhya Pradesh,908051,22292,2044,706334,201717,390174,316141,19,120473,585861,,,,,
4/3/2021,Madhya Pradesh,970531,22619,2045,754152,216379,416801,337329,22,120488,633664,,,,,
5/3/2021,Madhya Pradesh,978701,23876,2057,760376,218325,420240,340114,22,120497,639879,,,,,
6/3/2021,Madhya Pradesh,1049846,25490,2068,817810,232036,451693,366083,34,120498,697312,,,,,
7/3/2021,Madhya Pradesh,1052103,27014,2107,819884,232219,452903,366947,34,120498,699386,,,,,
8/3/2021,Madhya Pradesh,1123372,27837,2125,878269,245103,485971,392261,37,121063,757206,,,,,
9/3/2021,Madhya Pradesh,894175,9450,48,648495,245680,496388,397750,37,125263,768905,,,,,
10/3/2021,Madhya Pradesh,982005,235371,927,703816,278189,550072,431892,41,135561,846437,,,,,
11/3/2021,Madhya Pradesh,983629,3000,26,704997,278632,551005,432583,41,135739,847883,,,,,
12/3/2021,Madhya Pradesh,989013,31670,98,708872,280141,554139,434832,42,135953,853053,,,,,
13/03/2021,Madhya Pradesh,1147591,431308,1551,812922,334669,654118,493418,55,157001,990583,,,,,
14/03/2021,Madhya Pradesh,1149813,0,0,814865,334948,655305,494453,55,157056,992750,,,,,
15/03/2021,Madhya Pradesh,1311000,468002,1836,935527,375473,755048,555889,63,173139,1137854,,,,,
16/03/2021,Madhya Pradesh,1582017,26800,78,1204532,377485,668813,535656,63,178772,1403245,,294,,,
17/03/2021,Madhya Pradesh,1894779,502900,1984,1483101,411678,820896,662088,117,194660,1700119,,297,,,
18/03/2021,Madhya Pradesh,2061982,566859,2636,1630087,431895,900109,729842,136,203540,1858442,,297,,,
19/03/2021,Madhya Pradesh,2082196,34270,136,1648828,433368,909911,738776,141,203833,1878363,,297,,,
20/03/2021,Madhya Pradesh,2392868,701036,4032,1936427,456441,1059583,876679,165,220006,2172862,,299,,,
21/03/2021,Madhya Pradesh,2447794,1350,8,1988398,459396,1085844,902376,178,223081,2224713,,300,,,
22/03/2021,Madhya Pradesh,2645609,530380,3228,2173688,471921,1181427,992049,212,238878,2406731,,302,,,
23/03/2021,Madhya Pradesh,2709136,30980,133,2233935,475201,1212270,1021443,222,245080,2464056,,304,,,
24/03/2021,Madhya Pradesh,2970294,513846,3273,2484618,485676,1340212,1144150,256,266221,2704073,,306,,,
25/03/2021,Madhya Pradesh,3117583,409390,2479,2625418,492165,1412654,1212489,275,282339,2835244,,307,,,
26/03/2021,Madhya Pradesh,3124997,31860,136,2632468,492529,1416399,1215790,279,283258,2841739,,307,,,
27/03/2021,Madhya Pradesh,3235027,353447,2103,2737954,497073,1471968,1265689,297,297487,2937540,,312,,,
28/03/2021,Madhya Pradesh,3238287,75914,354,2740984,497303,1473456,1267230,298,298095,2940192,,314,,,
29/03/2021,Madhya Pradesh,3238300,6450,32,2740995,497305,1473461,1267236,298,298095,2940205,,316,,,
30/03/2021,Madhya Pradesh,3241368,127203,467,2743883,497485,1474945,1268639,299,298175,2943193,,318,,,
31/03/2021,Madhya Pradesh,3399721,553283,3307,2890848,508873,1551819,1338710,319,309233,3090488,,320,,,
1/4/2021,Madhya Pradesh,3632471,582967,3857,3115146,517325,1672487,1442310,349,318623,3313848,,323,,,
2/4/2021,Madhya Pradesh,3871927,268960,1350,3346831,525096,1798113,1548342,376,328095,3543832,,326,,,
3/4/2021,Madhya Pradesh,4043380,418415,2451,3510799,532581,1888110,1622294,395,346154,3697226,,328,,,
4/4/2021,Madhya Pradesh,4214544,190991,778,3675945,538599,1977803,1697721,421,373561,3840983,,331,,,
5/4/2021,Madhya Pradesh,4376033,416609,2360,3831368,544665,2061133,1769793,442,444884,3931149,,337,,,
6/4/2021,Madhya Pradesh,4528210,414416,1999,3977455,550755,2139507,1837489,459,508381,4019829,,338,,,
7/4/2021,Madhya Pradesh,4902462,590355,3590,4334898,567564,2329211,2005206,481,567777,4334685,,351,,,
8/4/2021,Madhya Pradesh,5233168,479140,2771,4649680,583488,2491279,2157893,508,607953,4625215,,364,,,
9/4/2021,Madhya Pradesh,5361979,423998,2072,4770269,591710,2553081,2216665,523,625339,4736640,,374,,,
10/4/2021,Madhya Pradesh,5464925,279011,1670,4866494,598431,2605546,2260414,534,639725,4825200,,376,,,
11/4/2021,Madhya Pradesh,5837149,725864,4548,5222120,615029,2792192,2429350,578,652277,5184872,,379,,,
12/4/2021,Madhya Pradesh,6244525,710930,4869,5603174,641351,2992300,2610251,623,658902,5585623,,388,,,
13/04/2021,Madhya Pradesh,6558169,813940,5055,5899933,658236,3150904,2748380,649,660324,5897845,,394,,,
14/04/2021,Madhya Pradesh,6886916,841205,5366,6202259,684657,3307757,2893799,703,661830,6225086,,400,,,
15/04/2021,Madhya Pradesh,7057160,476241,3266,6348519,708641,3386461,2961330,728,662727,6394433,,413,,,
16/04/2021,Madhya Pradesh,7115632,628587,3868,6392872,722760,3410549,2981593,730,663804,6451828,,417,,,
17/04/2021,Madhya Pradesh,7304172,584043,4150,6546917,757255,3493665,3052493,759,664846,6639326,,420,,,
18/04/2021,Madhya Pradesh,7329797,431730,2790,6566352,763445,3504133,3061458,761,665122,6664675,,421,,,
